Organism; Proteom volume; Div Time 
Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / Z-1320);210;4290
Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264);419;4290
Mycobacterium vanbaalenii (strain DSM 7251 / PYR-1);327;4290
Escherichia coli (strain UTI89 / UPEC);825;4290
Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311);322;4290
Brucella melitensis biotype 2 (strain ATCC 23457);317;4290
Clostridium perfringens (strain SM101 / Type A);339;4290
Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770);349;4290
Yersinia pestis;1022;4290
Pseudomonas aeruginosa;77;4290
Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298);438;4290
Sodalis glossinidius (strain morsitans);529;4290
Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966);265;4290
Methanoculleus marisnigri (strain ATCC 35101 / DSM 1498 / JR1);185;4290
Shewanella putrefaciens (strain CN-32 / ATCC BAA-453);439;4290
Escherichia coli O7:K1 (strain IAI39 / ExPEC);753;4290
Streptomyces exfoliatus;11;4290
Renibacterium salmoninarum (strain ATCC 33209 / DSM 20767 / JCM 11484 / NBRC 15589 / NCIMB 2235);156;4290
Streptococcus pyogenes serotype M2 (strain MGAS10270);281;4290
Chromohalobacter salexigens (strain DSM 3043 / ATCC BAA-138 / NCIMB 13768);414;4290
Agrobacterium radiobacter (strain K84 / ATCC BAA-868);283;4290
Synechococcus sp. (strain CC9902);341;4290
Streptococcus pyogenes serotype M49 (strain NZ131);263;4290
Serratia proteamaculans (strain 568);670;4290
Clostridium perfringens (strain 13 / Type A);468;4290
Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1);244;4290
Clostridium thermocellum (strain ATCC 27405 / DSM 1237 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372);317;4290
Sinorhizobium fredii (strain NBRC 101917 / NGR234);658;4290
Neisseria meningitidis serogroup C (strain 053442);305;4290
Gluconacetobacter diazotrophicus (strain ATCC 49037 / DSM 5601 / PAl5);205;4290
Sulfurovum sp. (strain NBC37-1);239;4290
Rhodopseudomonas palustris (strain BisB18);359;4290
Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1);306;4290
Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696);678;4290
Haloquadratum walsbyi (strain DSM 16790 / HBSQ001);213;4290
Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2);171;4290
Borrelia afzelii (strain PKo);191;4290
Synechococcus sp. (strain WH7803);299;4290
Syntrophomonas wolfei subsp. wolfei (strain DSM 2245B / Goettingen);269;4290
Stigmatella aurantiaca;9;4290
Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R);388;4290
Streptococcus pneumoniae (strain Taiwan19F-14);284;4290
Pseudoalteromonas haloplanktis (strain TAC 125);444;4290
Shewanella sp. (strain MR-7);487;4290
Wigglesworthia glossinidia brevipalpis;300;4290
Lactobacillus sakei subsp. sakei (strain 23K);313;4290
Tolumonas auensis (strain DSM 9187 / TA4);353;4290
Rhizobium leguminosarum bv. viciae (strain 3841);412;4290
Shewanella baltica (strain OS195);438;4290
Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14);344;4290
Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831);553;4290
Escherichia coli;673;4290
Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / JCM 1027 / KCTC 2358 / NCIMB 9240);464;4290
Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440);1787;4290
Finegoldia magna (strain ATCC 29328);171;4290
Staphylococcus aureus (strain MRSA252);888;4290
Escherichia coli (strain 55989 / EAEC);762;4290
Pediococcus pentosaceus (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w);266;4290
Francisella tularensis subsp. tularensis (strain WY96-3418);258;4290
Yersinia pestis bv. Antiqua (strain Antiqua);711;4290
Aliivibrio fischeri (strain ATCC 700601 / ES114);573;4290
Burkholderia ambifaria (strain MC40-6);354;4290
Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680);508;4290
Xanthomonas campestris pv. vesicatoria (strain 85-10);466;4290
Aromatoleum aromaticum (strain EbN1);413;4290
Clostridium botulinum (strain Langeland / NCTC 10281 / Type F);312;4290
Salmonella gallinarum (strain 287/91 / NCTC 13346);684;4290
Mastigocladus laminosus;42;4290
Hyperthermus butylicus (strain DSM 5456 / JCM 9403 / PLM1-5);127;4290
Chlorobium phaeobacteroides (strain BS1);222;4290
Nitratiruptor sp. (strain SB155-2);243;4290
Methanocorpusculum labreanum (strain ATCC 43576 / DSM 4855 / Z);171;4290
Agrobacterium fabrum (strain C58 / ATCC 33970);646;4290
Coxiella burnetii (strain CbuK_Q154);221;4290
Oenococcus oeni (strain ATCC BAA-331 / PSU-1);204;4290
Opitutus terrae (strain DSM 11246 / JCM 15787 / PB90-1);139;4290
Francisella tularensis subsp. holarctica (strain LVS);288;4290
Brucella ovis (strain ATCC 25840 / 63/290 / NCTC 10512);336;4290
Xanthomonas oryzae pv. oryzae (strain PXO99A);296;4290
Acinetobacter baumannii (strain AB307-0294);293;4290
Lactobacillus reuteri (strain JCM 1112);231;4290
Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125);741;4290
Alcanivorax borkumensis (strain ATCC 700651 / DSM 11573 / NCIMB 13689 / SK2);378;4290
Burkholderia mallei (strain NCTC 10229);353;4290
Escherichia coli (strain K12 / DH10B);771;4290
Streptococcus pyogenes serotype M4 (strain MGAS10750);284;4290
Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110);664;4290
Methylobacterium extorquens (strain PA1);206;4290
Bacillus anthracis (strain A0248);405;4290
Sulfolobus islandicus (strain Y.N.15.51 / Yellowstone #2);173;4290
Burkholderia cenocepacia (strain MC0-3);359;4290
Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262);603;4290
Bacillus anthracis (strain CDC 684 / NRRL 3495);410;4290
Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CIP 105152 / NBRC 16084 / F199);295;4290
Anaeromyxobacter dehalogenans (strain 2CP-C);311;4290
Legionella pneumophila (strain Paris);383;4290
Lysinibacillus sphaericus (strain C3-41);256;4290
Shewanella amazonensis (strain ATCC BAA-1098 / SB2B);433;4290
Streptococcus pneumoniae serotype 19F (strain G54);290;4290
Bacillus weihenstephanensis (strain KBAB4);434;4290
Ureaplasma parvum serovar 3 (strain ATCC 700970);268;4290
Francisella tularensis subsp. novicida (strain U112);283;4290
Pseudomonas aeruginosa (strain LESB58);484;4290
Staphylococcus aureus (strain N315);926;4290
Escherichia coli O127:H6 (strain E2348/69 / EPEC);771;4290
Pectobacterium carotovorum subsp. carotovorum (strain PC1);591;4290
Chlorobium chlorochromatii (strain CaD3);295;4290
Rickettsia bellii (strain RML369-C);441;4290
Bartonella henselae (strain ATCC 49882 / DSM 28221 / Houston 1);324;4290
Actinobacillus pleuropneumoniae serotype 3 (strain JL03);380;4290
Clostridium botulinum (strain Loch Maree / Type A3);285;4290
Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255);345;4290
Legionella pneumophila (strain Lens);380;4290
Synechococcus elongatus (strain PCC 7942);480;4290
Sphingomonas wittichii (strain RW1 / DSM 6014 / JCM 10273);252;4290
Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599);251;4290
Cyanothece sp. (strain PCC 7425 / ATCC 29141);234;4290
Chlorobium limicola (strain DSM 245 / NBRC 103803 / 6330);238;4290
Clostridium kluyveri (strain NBRC 12016);213;4290
Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI);250;4290
Francisella cf. novicida (strain Fx1);1;4290
Salmonella choleraesuis (strain SC-B67);882;4290
Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98);434;4290
Brucella suis biovar 1 (strain 1330);579;4290
Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125);126;4290
Staphylococcus aureus (strain Mu3 / ATCC 700698);484;4290
Methylobacterium radiotolerans (strain ATCC 27329 / DSM 1819 / JCM 2831 / NBRC 15690 / NCIMB 10815 / 0-1);222;4290
Thermococcus onnurineus (strain NA1);192;4290
Halorhodospira halophila (strain DSM 244 / SL1);343;4290
Bordetella petrii (strain ATCC BAA-461 / DSM 12804 / CCUG 43448);307;4290
Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97);1244;4290
Mycobacterium bovis (strain BCG / Pasteur 1173P2);420;4290
Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455);212;4290
Rhizobium meliloti (strain 1021);882;4290
Bacillus cereus (strain ATCC 10987 / NRS 248);594;4290
Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145);792;4290
Methylobacterium nodulans (strain LMG 21967 / CNCM I-2342 / ORS 2060);213;4290
Escherichia coli (strain SE11);756;4290
Hydrogenovibrio marinus;5;4290
Rhodobacter sphaeroides (strain ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158);466;4290
Mycobacterium chitae;2;4290
Cupriavidus necator;19;4290
Lactobacillus reuteri (strain DSM 20016);247;4290
Geobacter sp. (strain M21);242;4290
Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130);374;4290
Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422);513;4290
Bordetella avium (strain 197N);363;4290
Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165);347;4290
Neisseria lactamica;14;4290
Acholeplasma laidlawii (strain PG-8A);147;4290
Streptococcus thermophilus;46;4290
Rhodococcus opacus (strain B4);227;4290
Dinoroseobacter shibae (strain DSM 16493 / NCIMB 14021 / DFL 12);275;4290
Chlorobium phaeobacteroides (strain DSM 266);276;4290
Chloroherpeton thalassium (strain ATCC 35110 / GB-78);207;4290
Francisella tularensis subsp. holarctica (strain OSU18);270;4290
Streptococcus suis (strain 05ZYH33);226;4290
Streptococcus pyogenes serotype M12 (strain MGAS2096);268;4290
Staphylococcus aureus;317;4290
Synechococcus sp. (strain JA-3-3Ab);341;4290
Mycobacterium leprae (strain TN);669;4290
Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ);252;4290
Rhodopseudomonas palustris (strain TIE-1);316;4290
Marinobacter hydrocarbonoclasticus (strain ATCC 700491 / DSM 11845 / VT8);371;4290
Laribacter hongkongensis (strain HLHK9);262;4290
Rickettsia canadensis (strain McKiel);234;4290
Burkholderia vietnamiensis (strain G4 / LMG 22486);378;4290
Vibrio tasmaniensis (strain LGP32);382;4290
Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e);608;4290
Salmonella agona (strain SL483);713;4290
Wolbachia sp. subsp. Drosophila simulans (strain wRi);149;4290
Syntrophus aciditrophicus (strain SB);270;4290
Pasteurella multocida (strain Pm70);776;4290
Flavobacterium psychrophilum (strain JIP02/86 / ATCC 49511);221;4290
Francisella philomiragia subsp. philomiragia (strain ATCC 25017);251;4290
Rhodopseudomonas palustris (strain BisB5);350;4290
Lactobacillus helveticus (strain DPC 4571);226;4290
Bartonella tribocorum (strain CIP 105476 / IBS 506);259;4290
Rhodobacter sphaeroides (strain KD131 / KCTC 12085);256;4290
Acidithiobacillus ferrooxidans (strain ATCC 53993);207;4290
Prosthecochloris aestuarii (strain DSM 271 / SK 413);234;4290
Myxococcus xanthus (strain DK 1622);309;4290
Amoebophilus asiaticus (strain 5a2);113;4290
Aquifex pyrophilus;39;4290
Mycobacterium abscessus (strain ATCC 19977 / DSM 44196 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543);230;4290
Streptococcus sanguinis (strain SK36);318;4290
Herbaspirillum seropedicae;13;4290
Streptococcus pneumoniae (strain Hungary19A-6);311;4290
Streptococcus pneumoniae (strain CGSP14);251;4290
Lactobacillus gasseri (strain ATCC 33323 / DSM 20243 / JCM 1131 / NCIMB 11718 / AM63);214;4290
Borrelia burgdorferi (strain ZS7);160;4290
Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251);516;4290
Listeria monocytogenes serotype 4a (strain HCC23);352;4290
Treponema pallidum subsp. pallidum (strain SS14);165;4290
Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / SLCC5334);406;4290
Streptococcus equi subsp. zooepidemicus (strain H70);253;4290
Salmonella typhi;1347;4290
Klebsiella aerogenes;72;4290
Lactobacillus brevis (strain ATCC 367 / JCM 1170);258;4290
Indian citrus ringspot virus (isolate Kinnow mandarin/India/K1/1996);6;4290
Nitrobacter vulgaris;5;4290
Escherichia coli (strain ATCC 8739 / DSM 1576 / Crooks);819;4290
Haemophilus influenzae (strain PittGG);393;4290
Nocardia farcinica (strain IFM 10152);392;4290
Bacillus cereus (strain 03BB102);410;4290
Helicobacter pylori (strain HPAG1);294;4290
Shewanella loihica (strain ATCC BAA-1088 / PV-4);422;4290
Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS);572;4290
Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp);507;4290
Lechevalieria aerocolonigenes;9;4290
Helicobacter hepaticus (strain ATCC 51449 / 3B1);320;4290
Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh);1898;4290
Acetobacter aceti;7;4290
Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216);197;4290
Acidocella facilis;1;4290
Chlamydia muridarum (strain MoPn / Nigg);412;4290
Rickettsia rickettsii (strain Sheila Smith);232;4290
Salmonella heidelberg (strain SL476);710;4290
Listeria monocytogenes serotype 4b (strain CLIP80459);368;4290
Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757);517;4290
Pelobacter carbinolicus (strain DSM 2380 / NBRC 103641 / GraBd1);364;4290
Haemophilus ducreyi (strain 35000HP / ATCC 700724);510;4290
Rickettsia peacockii (strain Rustic);205;4290
Streptomyces griseus subsp. griseus (strain JCM 4626 / NBRC 13350);279;4290
Leuconostoc mesenteroides subsp. mesenteroides (strain ATCC 8293 / NCDO 523);234;4290
Streptococcus pneumoniae (strain JJA);287;4290
Acidothermus cellulolyticus (strain ATCC 43068 / 11B);213;4290
Methylobacterium sp. (strain 4-46);231;4290
Acidovorax ebreus (strain TPSY);249;4290
Phytoplasma mali (strain AT);75;4290
Lactobacillus paracasei (strain ATCC 334 / BCRC 17002 / CIP 107868 / KCTC 3260 / NRRL B-441);284;4290
Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849 / C 71);371;4290
Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88);488;4290
Shigella boydii serotype 18 (strain CDC 3083-94 / BS512);698;4290
Shigella flexneri;1683;4290
Geobacillus sp. (strain WCH70);346;4290
Mycoplasma pneumoniae (strain ATCC 29342 / M129);687;4290
Prochlorococcus marinus (strain MIT 9211);240;4290
Acidithiobacillus ferrooxidans;60;4290
Shewanella piezotolerans (strain WP3 / JCM 13877);340;4290
Shewanella sp. (strain ANA-3);466;4290
Lactobacillus delbrueckii subsp. bulgaricus;13;4290
Streptococcus pneumoniae (strain P1031);282;4290
Mycoplasma genitalium (strain ATCC 33530 / G-37 / NCTC 10195);483;4290
Cyanothece sp. (strain PCC 8801);261;4290
Desulfovibrio magneticus (strain ATCC 700980 / DSM 13731 / RS-1);165;4290
Moorella thermoacetica (strain ATCC 39073 / JCM 9320);343;4290
Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv);2173;4290
Neisseria flavescens;7;4290
Clostridium botulinum (strain Alaska E43 / Type E3);290;4290
Acinetobacter baumannii (strain AYE);310;4290
Ureaplasma parvum serovar 3 (strain ATCC 27815 / 27 / NCTC 11736);154;4290
Xanthomonas citri;5;4290
Xylella fastidiosa (strain M12);304;4290
Lactococcus lactis subsp. lactis (strain IL1403);537;4290
Proteus mirabilis;47;4290
Caulobacter sp. (strain K31);279;4290
Clostridium novyi (strain NT);308;4290
Staphylococcus aureus (strain MSSA476);889;4290
Alkaliphilus metalliredigens (strain QYMF);308;4290
Coxiella burnetii (strain CbuG_Q212);221;4290
Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195);240;4290
Rhodopseudomonas palustris (strain BisA53);326;4290
Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009);472;4290
Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382);193;4290
Phenylobacterium zucineum (strain HLK1);201;4290
Haemophilus parasuis serovar 5 (strain SH0165);293;4290
Pseudomonas fluorescens (strain SBW25);410;4290
Clostridium botulinum (strain Kyoto / Type A2);259;4290
Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3);387;4290
Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC);1694;4290
Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50);527;4290
Hydrogenophilus thermoluteolus;5;4290
Escherichia phage Qbeta;4;4290
Janthinobacterium sp. (strain Marseille);318;4290
Blastochloris viridis;15;4290
Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / CNB-440);204;4290
Bacillus licheniformis;64;4290
Legionella pneumophila;34;4290
Thermus thermophilus;73;4290
Haemophilus somnus (strain 129Pt);402;4290
Mycobacterium leprae (strain Br4923);239;4290
Pseudoalteromonas atlantica (strain T6c / ATCC BAA-1087);398;4290
Histophilus somni (strain 2336);378;4290
Neisseria meningitidis serogroup B / serotype 15 (strain H44/76);9;4290
Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4);450;4290
Rickettsia typhi (strain ATCC VR-144 / Wilmington);408;4290
Thermobifida fusca (strain YX);289;4290
Mycoplasma hyopneumoniae (strain J / ATCC 25934 / NCTC 10110);126;4290
Clavibacter michiganensis subsp. sepedonicus (strain ATCC 33113 / DSM 20744 / JCM 9667 / LMG 2889 / C-1);171;4290
Neorickettsia sennetsu (strain ATCC VR-367 / Miyayama);149;4290
Anabaena sp. (strain L31);22;4290
Allochromatium vinosum;10;4290
Coprothermobacter proteolyticus (strain ATCC 35245 / DSM 5265 / BT);102;4290
Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1);478;4290
Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NS-E);187;4290
Arthrospira platensis;19;4290
Ehrlichia ruminantium (strain Welgevonden);185;4290
Rhodobacter capsulatus;185;4290
Streptomyces purpurascens;3;4290
Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394);441;4290
Teredinibacter turnerae (strain ATCC 39867 / T7901);248;4290
Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4);376;4290
Proteus vulgaris;34;4290
Borrelia turicatae (strain 91E135);115;4290
Mycobacterium ulcerans (strain Agy99);341;4290
Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019);306;4290
Xenorhabdus nematophila (strain ATCC 19061 / DSM 3370 / LMG 1036 / NCIB 9965 / AN6);17;4290
Leptospira biflexa serovar Patoc (strain Patoc 1 / Ames);209;4290
Cyanothece sp. (strain ATCC 51142);239;4290
Exiguobacterium sibiricum (strain DSM 17290 / JCM 13490 / 255-15);290;4290
Helicobacter pylori (strain Shi470);261;4290
Streptococcus uberis (strain ATCC BAA-854 / 0140J);271;4290
Aeropyrum pernix;2;4290
Geobacillus thermodenitrificans;6;4290
Allochromatium vinosum (strain ATCC 17899 / DSM 180 / NBRC 103801 / NCIMB 10441 / D);48;4290
Escherichia phage BZ13;1;4290
Edwardsiella ictaluri (strain 93-146);420;4290
Enterococcus hirae (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399 / NBRC 3181 / NCIMB 6459 / NCDO 1258);28;4290
Pseudomonas stutzeri;69;4290
Campylobacter jejuni subsp. doylei (strain ATCC BAA-1458 / RM4099 / 269.97);284;4290
Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4);296;4290
Rhodobacter sphaeroides;81;4290
Desulfovibrio vulgaris subsp. vulgaris (strain DP4);276;4290
Listeria welshimeri;5;4290
Methylomonas clara;2;4290
Pseudomonas oleovorans;18;4290
Xanthomonas campestris pv. campestris (strain B100);398;4290
Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12);189;4290
Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197);279;4290
Anaplasma phagocytophilum (strain HZ);161;4290
Nitrosospira sp. (strain 40KI);1;4290
Paracoccus zeaxanthinifaciens;4;4290
Pectobacterium carotovorum subsp. carotovorum;52;4290
